text,label,source,extraction_method
"3. Exec.  Order No. 13,768,  82 Fed.  Reg. 8,799 (Jan. 25, 2017).",cover_heinonline,Schragger - 2017 - The Attack on American Cities.pdf,pdf_first_page
"4. Int'l Refugee  Assistance  Project  v.  Trump, 857 F.3d 554 (4th  Cir. 2017), vacated as moot, 138  S. Ct. 353  (2017) (vacated  and remanded  due to  expiration by its  own terms);  Washington  v. Trump, 858 F.3d  1168 (9th Cir. 2017); see also City of Chicago v.  Sessions,  No. 17-C-5720,  2017 WL 4081821  (N.D.  IlI. Sept. 15, 2017) (enjoining  the Justice Department's imposition of conditions on sanctuary  cities'  receipt  of federal funds).",cover_heinonline,Schragger - 2017 - The Attack on American Cities.pdf,pdf_first_page
"5. S.B. 4,  85th Leg.,  Reg.  Sess.  (Tex. 2017).  A federal  district  court enjoined  portions  of  SB4. City of El  Cenizo v.  Texas,  264 F. Supp. 3d 744 (W.D.  Tex. 2017).",cover_heinonline,Schragger - 2017 - The Attack on American Cities.pdf,pdf_first_page
DATE DOWNLOADED: Sat Sep  6 16:15:27 2025 SOURCE: Content Downloaded from HeinOnline,cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"Bluebook 21st ed.GLYPH&lt;10&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt; Robert E. Scott &amp; William J. Stuntz, Plea Bargaining as Contract, 101 YALE L.J. 1909 (June 1992).",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"ALWD 7th ed. Robert E. Scott &amp; William J. Stuntz, Plea Bargaining as Contract, 101 Yale L.J. 1909 (1992).",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"APA 7th ed. Scott, R. E., &amp; Stuntz, W. J. (1992). Plea bargaining as contract. Yale Law Journal, 101(8), 1909-1968.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"Chicago 17th ed. Robert E. Scott; William J. Stuntz, ""Plea Bargaining as Contract,"" Yale Law Journal 101, no. 8 (June 1992): 1909-1968",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"McGill Guide 10th ed. Robert E. Scott &amp; William J. Stuntz, ""Plea Bargaining as Contract"" (1992) 101:8 Yale LJ 1909.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"Robert E. Scott and William J. Stuntz, 'Plea Bargaining as Contract' (1992) 101(8)",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
AGLC 4th ed. Yale Law Journal 1909,cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"MLA 9th ed. Scott, Robert E., and William J. Stuntz. ""Plea Bargaining as Contract."" Yale Law Journal, vol. 101, no. 8, June 1992, pp. 1909-1968. HeinOnline.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"Robert E. Scott &amp; William J. Stuntz, 'Plea Bargaining as Contract' (1992) 101 Yale LJ 1909               x     Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting. Cite this document",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
PinCite this document,cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
George Washington Univ. - Jacob Burns Law Library,cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
- -- Your use of this HeinOnline PDF indicates your acceptance of HeinOnline's Terms and Conditions of the license agreement available at,cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
https://heinonline.org/HOL/License,cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
-- The search text of this PDF is generated from  uncorrected OCR text.,cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
## Plea  Bargaining as  Contract,cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
## Robert E. Scottt and  William J. Stuntztt,cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"Most criminal prosecutions are  settled without a  trial.' The parties to  these settlements trade various risks and  entitlements: the  defendant relinquishes the right to  go to  trial (along with  any  chance  of  acquittal), while  the  prosecutor gives up  the  entitlement to  seek the  highest sentence or  pursue the  most  serious charges  possible. The resulting bargains differ predictably from what  would have  happened  had  the same cases been  taken to  trial. Defendants who bargain for a  plea  serve lower  sentences than  those who do not. 2  On the  other hand, everyone  who  pleads  guilty is, by definition, convicted, while  a substantial minority of  those who go to  trial are  acquitted. 3",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"There  is  something  puzzling about  the  polarity of  contemporary reactions to  this practice. Most legal scholars oppose  plea  bargaining, finding it both inefficient and unjust. 4  Nevertheless, most  participants in  the  plea bargaining",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"t Dean and  Lewis F. Powell, Jr. Professor of  Law, University of  Virginia.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"tt E. James Kelly, Jr. Research  Professor of  Law, University of  Virginia.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"We  wish  to  thank  Ken Abraham, Richard Bonnie,  Pam  Karlan, Paul  Mahoney, John  Monahan, Paul Stephan, George  Triantis, and  participants ina  workshop  at the University of Toronto  for helpful comments on earlier drafts. We  also thank  Alison  Grossman for her  research assistance.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"1. In  1989, 86% of  all federal criminal cases  were  disposed of  without  a  trial. See U.S. DEP'T OF JUSTICE, SOURCEBOOK OF  CRIMINAL JUSTICE STATISTICS 502 thl. 5.25 (Kathleen Maguire  &amp; Timothy  J. Flanagan  eds., 1990)  [hereinafter 1990 SOURCEBOOKI]. The same  phenomenon occurs in  state cases; in  1988, 91%  of  felony convictions in  the 75 most  populous  counties in  the  United  States were obtained through guilty pleas. Id. at 526 tbL 5.51.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"2. In  1986,  among defendants convicted in  a  state court trial of a  serious felony, the  average sentence was 145  months;  the  comparable  figure for defendants who pled  was 72  months.  The difference in  median sentences for that same year  is not as  striking, but  nevertheless is substantial: the median  for those convicted at  trial was 90 months;  for those  who pled  guilty it was 60. U.S, DEP'T OF JUSTICE, SOURCEBOOK OF CRII  NAL JUSTICE STATISTICS  517 (Kathleen Maguire  &amp; Timothy  J.  Flanagan  eds., 1989).",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"3.  In  1989,  the  acquittal rate in  federal criminal trials was 23%. 1990  SOURCEBOOK, supra note 1, at 502  tbl. 5.25. The rate of acquittal is  slightly lower for  felony defendants in  state court. Id. at 526  tbl. 5.51. 4. The  most influential (and  prolific) critics are Albert  Alschuler and Stephen Schulhofer, both professors at  the  University of  Chicago. See Albert W. Alschuler, The Changing  Plea Bargaining Debate, 69 CAL. L.  REV.  652 (1981)  [hereinafter Alschuler, Changing  Debate]; Albert W. Alschuler, The  Defense Attorney's Role  in  Plea Bargaining, 84  YALE LJ. 1179 (1975)  [hereinafter Aischuler, Defense Attorney's Role]; Albert W. Alschuler, The Prosecutor's Role  in  Plea Bargaining, 36 U. CHI. L.  REV.  50 (1968) [hereinafter Alschuler, Prosecutor's Role]; Albert W. Alschuler, The  Trial Judge's Role  in  Plea Bargaining, 76  CoLUM. L.  REV.  1059  (1976)  [hereinafter Alschuler, Trial Judge's Role]; Stephen  J. Schulhofer, Criminal Justice Discretion as  a  Regulatory System, 17 J. LEGAL STUD. 43 (1988)  [hereinafter Schulhofer, Criminal Justice Discretion]; Stephen  J.  Schulhofer, Due Process of Sentencing, 128 U. PA. L.  REV.  733 (1980) [hereinafter Schulhofer, Due Process]; Stephen J. Schulhofer, Is Plea Bargaining Inevitable?, 97 HARV. L.  REV.  1037  (1984)  [hereinafter Schulhofer, Plea Bargaining]. But  while  these two  have  led the  academic charge  (and  to  a  considerable extent shaped  the  academic  consensus), they  are by no  means alone. For  a representative sample  ofthe other scholarship, see MALCOLM M. FEELEY, THE PROCESS IS THE  PUNISHMENT",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"process, including (perhaps especially) the courts, seem  remarkably untroubled by  it. Not  only  is  the  practice widespread, but  participants generally approve of  it. 5 Why  is  plea  bargaining at  once  so widely  condemned  and  so widely tolerated?",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"One place to  look  for an  answer  is in  the law  and  literature of plea bargaining  as  contract. Plea  bargains are, as  the  name  suggests, bargains; it seems natural to  argue  that they  should  be  regulated and  evaluated accordingly. But while that argument is common, there is little agreement on  where  it leads. Two of the  harshest and  most  influential critics of  plea bargaining, Albert Alschuler and  Stephen Schulhofer, maintain that contract theory supports prohibiting any bargained-for allocation of criminal punishment. 6 The  courts, on  the other hand, have  proceeded to  construct a  body  of  contract-based law  to  regulate the plea bargaining process, taking for granted the efficiency and  decency  of the process being  regulated. The many  academic arguments  for  abolishing (or  at  least severely restricting) plea  bargaining have thus  been largely ignored. It  is tempting to  explain this reaction as  a  product  of the  chasm between  an  overly fastidious academic world and the  unpleasant realities of  modem criminal processes. But  the  intuition that plea bargaining is  fundamentally flawed  is too strong and  too  widespread to  be  so  casually dismissed.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"There  is a  better explanation for the  tension between  courts and  practitioners on  the one  hand,  and  theorists on  the  other: plea bargains are both paradigmatic  bargains of  the  sort  we routinely enforce  in  other  contexts and the product of  a  seriously flawed  bargaining structure. The critics, for their part, have  misused or  misapplied classical contract arguments for limiting contractual autonomy.  Properly understood, classical contract theory supports the freedom to  bargain over  criminal punishment. At  the  same time, there are  fundamental structural impediments  in  the  plea  bargaining context that may underlie the widespread antipathy to  the  practice. These  barriers to  efficient bargaining are not, however, grounds  for abolition, but  instead suggest more focused reforms of  current practices.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"(1979); Douglas  G.  Gifford, Meaningful Reform  of Plea Bargaining: The  Control of Prosecutorial Discretion, 1983 U. ILL.  L.  REV. 37; Kenneth Kipnis, Plea Bargaining: A Critic's Rejoinder, 13 LAw &amp; SoC'Y REV.  555 (1979); John  H. Langbein, Torture and  Plea Bargaining, 46 U.  CHi.  L.  REV.  3  (1978).",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"5. The best evidence for  this statement is  the  wonderful book by  Milton  Heuman, which  surveys the process  by which prosecutors, defense  attorneys, and judges  adapt  to plea  bargaining. See MILTON HEUMANN, PLEA BARGArNING (1978). According  to  Heumann, these actors typically begin  with  a  strong distaste for the  process, but  as  they  become familiar with  it, their view  shifts to  something between  apathy and  strong support.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"Opposition to  plea bargaining is not  limited to  academics; much of the public (both in the  United States and  elsewhere) disapproves of the  practice as  well. See, e.g., Stanley A.  Cohen &amp; Anthony  N.  Doob, Public Attitudes to  Plea Bargaining, 32 CRIM. L.Q. 85, 93-100  (1989-90)  (study  finding that large majority of Canadians  opposes  plea bargaining). But  there is a  major  differeice between  popular and  academic  attitudes: while  the academics  tend  to  dislike plea  bargaining because  it treats defendants unfairly, the  public tends to  see the  practice as  treating defendants too  leniently. See  id. at  97.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"6. Alschuler, Changing  Debate, supra note  4,  at 695-703;  Schulhofer, Criminal Justice Discretion, supra note  4,  at  70-74.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"In  Part I  of this Article, we use  the  perspective of  classical contract theory to  evaluate the  case  for prohibiting plea bargaining. This  analysis shows that none  of  the  standard arguments  for limiting contractual autonomy hold  in  the plea bargaining context. Those  standard arguments  focus  either on  a  defective bargaining process or  on systematically unfair or  distributionally unjust outcomes. But  the  contemporary  plea  bargaining process  actually exceeds  the process  standards we apply  to  other sorts of  bargaining, and the  outcomes, while  far from perfect, are  also  far removed from the kinds  of problems  that would ordinarily lead to  a  limitation of  contractual autonomy.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"In  Part H, we use  the techniques of  modem  decision analysis and  bargaining  theory to  analyze the strategic interaction of  parties to  plea  bargains. This approach  suggests that the  core  objection to  plea bargaining is not  intrinsic to the relationship, but  structural: strategic impediments  to  efficient bargains lead to  a  pooling of  guilty and  innocent defendants. The pooling phenomenon leads predictably to  innocent defendants being  offered (and  taking) the  same deals as  guilty ones.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"In  Part III, we consider the  implications of  this analysis for legal doctrine. We  argue  that abolishing plea  bargaining would not  solve, and might  even aggravate, the  problem  of  failing to  separate the  innocent from  the  guilty. But abolition is  not the  only  possibility-though it is the  only one  that has  received sustained academic  attention. Indeed, the  single-minded academic  focus  on abolition may have  contributed to  a  second-order problem:  the development  of legal doctrine that makes strategic bargaining problems worse  rather than better. By altering the doctrine that governs such  issues as  when and  how bargains are enforced, the consequences of defendants' mistakes, and  how background prices (i.e., post-trial sentences) are set, the state can  reduce the incentives for strategic bargaining and improve the  efficiency and fairness of  the  plea  bargaining process.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
## I. PLEA  BARGAINING AS CLASSICAL CONTRACT,cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"The criminal process that law  students study and  television shows  celebrate is formal, elaborate, and  expensive. It involves detailed examination of witnesses  and  physical evidence, tough  adversarial argument  from attorneys for  the government  and  defense, and  fair-minded decisionmaking from an impartial judge  and  jury. For  the  vast majority of  cases in  the  real world, the  criminal process includes none  of these things. Trials occur only  occasionally-in some jurisdictions, they  amount  to  only  one-fiftieth of  total dispositions. 7 Most  cases are  disposed of  by  means that seem scandalously casual: a  quick  conversation in a  prosecutor's office or  a  courthouse hallway between  attorneys familiar with only  the  basics of  the  case, with  no witnesses present, leading to  a  proposed",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"7. See, e.g., FEELEY, supra note  4,  at 185  &amp; n.9.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"resolution that is  then  ""sold"" to  both  the  defendant and  the  judge. 8 To a  large extent, this kind  of horse trading determines who goes  to jail and  for how long. That  is what  plea  bargaining is. It is  not  some adjunct to  the criminal justice system;  it is the  criminal justice system.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"The  idea of  allocating criminal punishment through what  looks like a  street bazaar  has  proved  unappealing to  most  outside observers. Critics point to  the seeming  hypocrisy of using an  elaborate trial process as  window dressing, while doing  all the  real business of  the system  through the  most  unelaborate process imaginable. 9 They emphasize  the  unfairness (and  inaccuracy) of  determining defendants' fate without full investigation, without testimony and  evidence and impartial factfinding; they emphasize  too how this unfairness disproportionately harms the poor  and  unsophisticated. 0  Perhaps  especially, they  note  the  seeming  pervasiveness of  coercion and fraud  in  the  system.  Defendants  accept bargains because  of the threat of much harsher penalties after trial; they  are thus forced  to  give  up the  protections that the  trial system's many  formalities provide.""  And  judges  ofterx give  bargained-for sentences because  of  what prosecutors and defense  lawyers  do not say  at  sentencing; the  sentencing hearing seems rigged to  support the  deal  that the  two attorneys have  already struck. 1 2",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"These  criticisms often  are  rooted in  the  meaning and scope  of  various constitutional rights. We  do  not address such  constitutional arguments  here. But attacks on  plea bargaining also have  their origin in  contract, in  the  norms  that define  the  boundaries of  acceptable exchange  elsewhere in  the  legal system.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"8. The most  vivid  and richly textured descriptions of  this process  are  in  HEUMANN, supra note 5, passim.",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"9. E.g., DAvID A. JONES,  CRIME wrrHouT  PuNISHmENT 111  (1979); Alschuler, Changing  Debate, supra note  4, at 677-78; Graham  Hughes, Pleas Without Bargains, 33 RUTGERS L.  REV. 753 (1981); John Kaplan, American  Merchandising and  the Guilty Plea: Replacing the Bazaar  with  the Department Store, 5 AM. J. CRIM. L.  215,  218 (1977).",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
"11. For  two particularly pungent  versions of  this argument,  see  Kipnis, supra note 10, at 97-99 (analogizing a  defendant's choice  in  plea  bargaining to threat at  gunpoint); Langbein, supra note  4 (analogizing plea bargaining to  medieval  torture). For  a  more measured  version of the  coercion criticism, see  Conrad G. Brunk, The  Problem  of Voluntariness and  Coercion in  the Negotiated Plea, 13 LAW &amp; SOC'Y REV. 527 (1979).",cover_heinonline,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf,pdf_first_page
## DATE DOWNLOADED: Sat Sep  6 15:05:25 2025,cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
SOURCE: Content Downloaded from,cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
## Bluebook 21st ed.GLYPH&lt;10&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt;,cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
"Hannah Shaffer, Prosecutors, Race, and the Criminal Pipeline, 90 U. CHI. L. REV. 1889 (November 2023).",cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
"Hannah Shaffer, Prosecutors, Race, and the Criminal Pipeline, 90 U. Chi. L. Rev. 1889 (2023).",cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
"Shaffer, Hannah. (2023). Prosecutors, race, and the criminal pipeline. University of Chicago Law Review, 90(7), 1889-1966.",cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
"Hannah Shaffer, ""Prosecutors, Race, and the Criminal Pipeline,"" University of Chicago Law Review 90, no. 7 (November 2023): 1889-1966",cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
"McGill Guide 10th ed. Hannah Shaffer, ""Prosecutors, Race, and the Criminal Pipeline"" (2023) 90:7 U Chi L",cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
"Hannah Shaffer, 'Prosecutors, Race, and the Criminal Pipeline' (2023) 90(7) University of Chicago Law Review 1889",cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
"Shaffer, Hannah. ""Prosecutors, Race, and the Criminal Pipeline."" University of Chicago Law Review, vol. 90, no. 7, November 2023, pp. 1889-1966. HeinOnline.",cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
"Hannah Shaffer, 'Prosecutors, Race, and the Criminal Pipeline' (2023) 90 U Chi L Rev 1889               x     Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting. Cite this document",cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
PinCite this document,cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
- -- Your use of this HeinOnline PDF indicates your acceptance of HeinOnline's Terms and Conditions of the license agreement available at,cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
https://heinonline.org/HOL/License,cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
- -- The search text of this PDF is generated from  uncorrected OCR text.,cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
"## Prosecutors, Race, and the Criminal Pipeline",cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
"This Article presents evidence that some state  prosecutors  use their  discretion to  reduce racial  disparities  in criminal  sentences.  This finding challenges the prevailing  view  that  prosecutors  compound disparities.  Given prosecutors'positions as mediators  in a sequential  system,  this Article analyzes how prosecutors  respond  to disparities  they  inherit  from  the past-and  interprets their impacts in light of the accumulated  disparities  that  already  exist when they first  open their  case  files.  Specifically,  I estimate how  the sentencing penalty  for prior  convictions differs by  defendant race  using  North  Carolina  state  court  records  from 2010 to 2019. I  find that the increase  in the likelihood of a  prison  sentence for  an additional  prior  conviction was 25% higher  for white than  Black defendants with similar  arrests  and  criminal records. While Black and  white defendants without criminal  records were incarcerated at similar rates, white defendants with records were incarcerated  at significantly higher rates. And the longer  the record, the  greater  the divergence.",cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
"To understand  this  finding,  I  link an  original  survey of  203  prosecutors  to  their real-world  cases.  This  survey-to-case linkage helps  reveal how prosecutors'  beliefs about  past  racial  bias influence  their decision-making.  I  find that  the subset of  prosecutors who attribute  racial  disparities  in the criminal legal system  to  racial  bias have  lower prison rates for Black  defendants with criminal records than facially similar  white defendants, thereby offsetting  past disparities.",cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
"In concrete terms,  racial  disparities  in North Carolina  prison rates in 2019 would have increased  by 20% had  the state mandated  equal  treatment  of defendants with similar case files.  These findings should lead reformers to  exercise caution when considering  calls to limit  or eliminate  prosecutorial discretion.  Blinding  prosecutors to defendant race-a  policy that  jurisdictions  are increasingly  implementing may inadvertently  increase  disparities  by neutralizing  the offsetting effects  of some prosecutors. While race-blind  charging  ensures that  prosecutors  do  not introduce new bias, it also ensures that  any past bias is passed through  to current  (and future) decisions.",cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
"t Assistant  Professor,  Harvard  Law  School.  For helpful  comments  and  conversations,  I  thank Douglas Baird, William  Baude,  Omri  Ben-Shahar, Tony  Casey,  Adam Chilton,  Adam Davidson,  Evelyn  Douek,  Bridget Fahey,  Alison  Gocke,  Janet  Halley,  Emma Harrington,  William  Hubbard,  Aziz  Huq,  Louis  Kaplow,  Larry Katz,  Emma Kaufman, Genevieve  Lakier,  Josh Macey,  Jonathan Masur, Richard  McAdams,  Mandy Pallais,  John Rappaport,  Adriana  Robertson, David Sklansky,  Sonja  Starr, Lior Strahilevitz,  and Daniel Wilf-Townsend. This project  was  enriched  by the  survey of North  Carolina  prosecutors and hundreds of follow-up conversations,  which would not have been possible  without support from the North Carolina Conference  of District Attorneys, particularly Peg Dorer  and Kimberly Spahos.",cover_heinonline,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf,pdf_first_page
