text,label,source
"7. See Rachel E. Barkow, Administering Crime, 52 UCLA L.  REV. 715,  730 (2005) (describing one-sided pressures toward  harsher punishments  in criminal justice and analyzing how  effective",cover,Barkow - 2010 - Insulating Agencies Avoiding Capture through Institutional Design.pdf
"1. The views  expressed are  my own  and do not necessarily represent the views  of anyone else, including Civil  Rights Corps.",cover,Karakatsanis - 2018 - The Punishment Bureaucracy How to Think about Criminal Justice Reform.pdf
PinCite this document,cover,Sklansky - 2016 - The Nature and Function of Prosecutorial Power Criminology.pdf
"Chicago 17th ed. Benjamin Levin, ""Imagining the Progressive Prosecutor,"" Minnesota Law Review 105, no. 3 (2021): 1415-1452",cover,Levin - 2020 - Imagining the Progressive Prosecutor Essay.pdf
"76. See, e.g. , United States v. Brewer, 766 F.3d 884, 887-90 (8th Cir. 2014); United States v. Johnson, 632 F.3d 912, 927-30 (5th Cir. 2011); United States v. Gould, 568 F.3d 459, 469-70 (4th Cir. 2009); Buschmann v. Schweiker, 676 F.2d 352, 356-58 (9th Cir. 1982); Am. Fed'n of Gov't Emps. v. Block, 655 F.2d 1153, 1155-59 (D.C. Cir. 1981); U.S. Steel Corp. v. EPA, 605 F.2d 283, 286-90 (7th Cir. 1979).",footnote,michigan_law_review_good_cause_for_goodness_sake_a_new_approach_to_notice_and_comment_rulemaking
"OSCOLA 4th ed. Paul Butler, 'The System Is Working the Way It Is Supposed to: The Limits of Criminal Justice Reform' (2016) 104 Geo LJ 1419               x     Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting. Cite this document PinCite this document",cover,Butler - 2019 - The system is working the way it is supposed to the limits of criminal justice reform.pdf
"Easterlin, supra note 126, at 11.",footnote,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
## RACIAL EQUITY IN ALGORITHMIC CRIMINAL JUSTICE,cover,Huq - 2019 - Racial equity in algorithmic criminal justice.pdf
themselves cannot  be  removed by the  President except  for cause. The Court divided five to  four and  produced  more  than 100 pages  on  the  subject. 4,cover,Barkow - 2010 - Insulating Agencies Avoiding Capture through Institutional Design.pdf
"American Rescue Plan Act of 2021, Pub. L. No. 117-2, 135 Stat. 4.",footnote,michigan_law_review_spending_clause_standing
"Dorothy E. Roberts, Abolition Constitutionalism, 133 Harv. L. Rev. 1 (2019).",cover,Roberts - 2019 - Abolition Constitutionalism The Supreme Court 2018 Term Foreword.pdf
"MLA 9th ed. Stuntz, William J. ""The Pathological Politics of Criminal Law."" Michigan Law Review, vol. 100, no. 3, December 2001, pp. 505-600. HeinOnline.",cover,Stuntz - 2001 - The Pathological Politics of Criminal Law.pdf
"Crucially, the law enforcement privilege presumes that the protected information is so sensitive that it cannot be disclosed to defense counsel or expert witnesses, even under a strict protective order. 121 This rationale can be taken to the extreme. Multiple courts have upheld a law enforcement privilege claim to withhold information from a defense expert witness. 122 The risk of abuse or misuse is obvious. Police and prosecutors might lie, exaggerate, or make a mistake about the importance of secrecy to the efficacy of an investigative method. They might overclaim the privilege due to a general culture of secrecy 123 or out of an institutional interest in avoiding adversarial scrutiny. 124 Or they might claim the privilege pretextually to willfully conceal negligent, unconstitutional, or even criminal conduct.",body_text,michigan_law_review_law_enforcement_privilege
## McGill Guide 10th ed.,cover,Christian - 2005 - Awareness of Collateral Consequences The Role of the Prosecutor Partners in Justice A Colloquium o.pdf
## I. PLEA  BARGAINING AS CLASSICAL CONTRACT,cover,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf
.................................,cover,60BaylorLRev73.pdf
"Applying this fiduciary relationship to the state, all actions that a state takes must be in furtherance of its population's best interests and well-being. The state's consideration of obligations toward its people and their human rights is not a derogation of sovereignty. Under a fiduciary theory, strengthening human rights protections reinforces sovereignty by giving the state a more effective 'shield' with which to undertake its fiduciary obligations. 77",body_text,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
"37 . Gaza: UN Officials Condemn Israeli Airstrikes on Camp for Displaced , UNNews (May 27, 2024), https://news.un.org/en/story/2024/05/1150261 [https://perma.cc/VU9C-UJ3S]; Stephen Farrell, Aditi Bhandari, Prasanta Kumar Dutta & Claire Trainor, No Place of Refuge: Israeli Strikes Hit Gaza Refugee Camps , Reuters (Nov. 3, 2023), https://www.reuters.com/graphics /ISRAEL-PALESTINIANS/GAZA-JABALIA/byprrdygjpe [https://perma.cc/ZJN8-322B]; Becky Sullivan & Bill Chappell, Israeli Military Hits Gaza's Largest Refugee Camp , NPR (Oct. 31, 2023, 7:53 PM ET), https://www.npr.org/2023/10/31/1209646548/israel-military-centralgaza-fighting-hamas [https://perma.cc/6YQ4-8HE7].",body_text,yale_law_journal_The_Dangerous_Rise_of_Dual_Use_Objects_in_War
"MONT. REv. CODE ANN. §§  94-4909,  -4915  (1947).  Preliminary examination or  waiver  required before  trial on information, but none if  indictment.",cover,Nedrud - 1964 - The Role of the Prosecutor in Criminal Procedure Symposium - American Papers for the International C.pdf
215. See supra Section III.D.,footnote,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"Jeffrey Bellin, 'Theories of Prosecution' (2020) 108(4) California Law Review 1203",cover,Bellin - 2020 - Theories of Prosecution.pdf
"McGill Guide 10th ed. Rachel E. Barkow, ""Separation of Powers and the Criminal Law"" (2006) 58:4 Stan L Rev",cover,Barkow - 2005 - Separation of Powers and the Criminal Law.pdf
"2. Berger v. U.S., 295 U.S.  78  (1935).",cover,Davis - 2019 - Reimagining Prosecution A Growing Progressive Movement.pdf
SOURCE: Content Downloaded from,cover,Akbar - 2018 - Toward a Radical Imagination of Law.pdf
"Jonathan Manes has argued that courts evaluating law enforcement privilege claims 'often require little if any demonstration that disclosure of the information sought would create a significant risk of circumvention.' Id. at 554. And Margaret Kwoka has made similar arguments regarding national security secrecy in FOIA. Kwoka, supra note 65, at 221-35.",footnote,michigan_law_review_law_enforcement_privilege
https://heinonline.org/HOL/License,cover,Zacharias - 1991 - Structuring the Ethics of Prosecutorial Trial Practice  Can Prosecutors Do Justice.pdf
## DATE DOWNLOADED: Sat Sep  6 16:09:58 2025,cover,Christian - 2005 - Awareness of Collateral Consequences The Role of the Prosecutor Partners in Justice A Colloquium o.pdf
"| CONTENTS INTRODUCTION ...............................................................................................                   | CONTENTS INTRODUCTION ...............................................................................................                   |                                                                                            |
|-----------------------------------------------------------------------------------------------------------------------------------------|-----------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------|
| I.                                                                                                                                      | RACE AND REASONABLENESS                                                                                                                 | 954 .............................................................                          |
|                                                                                                                                         | A. Reasonableness............................................................................962                                        | 962                                                                                        |
|                                                                                                                                         | 1. Thinking Fast: The Constitutional Architecture of                                                                                    |                                                                                            |
|                                                                                                                                         |                                                                                                                                         | Reasonableness......................................................................962    |
|                                                                                                                                         | 2. Reasonableness and Police Culture .......................................                                                            | 966                                                                                        |
|                                                                                                                                         | a. Officers'PerceptionsofThreatandRisk .......................                                                                          | 966                                                                                        |
|                                                                                                                                         | b. The Average Officer's Workplace...................................969                                                                |                                                                                            |
|                                                                                                                                         | B. Race.............................................................................................                                    | 972                                                                                        |
|                                                                                                                                         | 1. Race, Reasonableness, and Neighborhood Context                                                                                       | .............. 972                                                                         |
|                                                                                                                                         | 2. Race, Risk, and Threat...........................................................974                                                 |                                                                                            |
| II.                                                                                                                                     | REMEDIATION......................................................................................975                                    |                                                                                            |
| A.                                                                                                                                      | TrainingasRemediation .............................................................                                                     | 976                                                                                        |
| B.                                                                                                                                      | ReasonablenessUndertheADA ..................................................                                                            | 978                                                                                        |
| III.                                                                                                                                    | METHODS ............................................................................................                                    | 980                                                                                        |
|                                                                                                                                         | A. Design..........................................................................................980                                  |                                                                                            |
|                                                                                                                                         | B. VariablesandData......................................................................982                                            |                                                                                            |
|                                                                                                                                         | 1. Fatal Police Shootings                                                                                                               | 982                                                                                        |
|                                                                                                                                         | ........................................................... 2. Remediation: Title II Status and CIT Training......................984   |                                                                                            |
|                                                                                                                                         | 3. Mental Health and Risk Status ..............................................                                                         | 985                                                                                        |
|                                                                                                                                         | 4. Police Officer Deaths ............................................................                                                   | 986                                                                                        |
|                                                                                                                                         | 5. Crime                                                                                                                                | ..................................................................................... 9 86 |
|                                                                                                                                         | 6. Social and Demographic Conditions                                                                                                    | ..................................... 987                                                  |
|                                                                                                                                         | C. Estimation ....................................................................................                                      | 987                                                                                        |
| IV.                                                                                                                                     | RESULTS..............................................................................................989                                |                                                                                            |
| A.                                                                                                                                      | DescriptiveStatistics ...................................................................                                               | 989                                                                                        |
|                                                                                                                                         | 1. Race, Age, and Gender..........................................................989                                                   |                                                                                            |
| B.                                                                                                                                      | Circumstances                                                                                                                           | ............................................................................. 991          |
| C.                                                                                                                                      | Remediation                                                                                                                             | ................................................................................. 998      |
| CONCLUSION...................................................................................................                           | CONCLUSION...................................................................................................                           | 999                                                                                        |
| A.                                                                                                                                      | Types Interventions ..............................................................................                                      | ofMistakes...................................................................... 1001 1004 |
| B.                                                                                                                                      |                                                                                                                                         | ..........                                                                                 |
|                                                                                                                                         | 1. Diversifying and Correcting the Police Task Setting                                                                                  | 1004                                                                                       |",cover,Fagan and Campbell - 2020 - Race and Reasonableness in Police Killings Symposium Beyond Bad Apples Exploring the Legal Determi.pdf
"David  Heilbroner, former  prosecutor 2",cover,Smith - 2000 - Can You Be a Good Person and a Good Prosecutor Kutak Foundation Symposium Issue.pdf
.........................,cover,Barkow - 2004 - Administering Crime.pdf
2 Attorney General of the United States.,cover,Jackson - 1940 - The federal prosecutor.pdf
119. Id. (quoting 5 U.S.C. § 553(c)).,footnote,michigan_law_review_good_cause_for_goodness_sake_a_new_approach_to_notice_and_comment_rulemaking
https://heinonline.org/HOL/License,cover,Akbar - 2020 - An Abolitionist Horizon for _Police_ Reform.pdf
SOURCE: Content Downloaded from,cover,2018 - The Paradox of Progressive Prosecution Notes.pdf
"MLA 9th ed. Holland, Brooks, and Steven Zeidman. ""Progressive Prosecutors or Zealous Defenders, from Coast-to-Coast."" American Criminal Law Review, vol. 60, no. 4, Fall 2023, pp. 1467-1494. HeinOnline.",cover,Holland and Zeidman - 2023 - Progressive Prosecutors or Zealous Defenders_ from Coast-to-Coast Symposium Reform-Minded Prosecuti.pdf
"1. Dalton Bennett et al., 41 Minutes  of Fear:  A  Video Timeline from Inside the Capitol Siege, WASH. POST (Jan. 16, 2021), https://www.washingtonpost.com/investigations/ 2021/01/16/video-timeline-capitol-siege/; Lindsay  Wise  et  al., 'The  Protesters  Are  in  the Building.'  Inside  the Capitol  Stormed by a Pro-Trump  Mob, WALL ST. J.  (Jan. 6,2021,11:53 PM), https://www.wsj.com/articles/the-protesters-are-in-the-building-inside-the-capitolstormed-by-a-pro-trump-mob-11609984654; Luke Broadwater, Police Told to Hold  Back on Riot  Response, Report  Finds, N.Y. TIMES (May 18, 2021), https://www.nytimes.com/ 2021/04/13/us/politics/capitol-police-riot-report.html (discussing the underestimation of risk  and  the  lack  of preparation  for  the  riots  and  how  officers  were  instructed  by  their leaders not to  use their most aggressive  tactics to  hold off the  mob).  This contrasts  starkly with the  overly  militarized  police  response  to  peaceful  anti-racism  protests  during  the summer of 2020. Audra D.  S. Burch et al., The Death  of George  Floyd  Reignited  a  Movement. What  Happens Now?, N.Y. TIMES (June  4, 2021, 8:50  PM),  https://www.nytimes.com/ 2021/04/20/us/george-floyd-protests-police-reform.html. Of  course,  not  all  police  agencies responded  in  the  same  way.  For example,  I participated  in  a peaceful  Black  Lives Matter protest  in Troy,  New York  on June 7,  2020, where the local officers  were  handing out pizza. Kate Lisa Johnson, Troy PD: 'Protest Was Peaceful', HUDSONVALLEY360, https://www.hudsonvalley360.com/news/publicservicenews/troy-pd-protest-was-peacefullarticle\_ce252368-a92c-llea-aa44-4ffd88909613.html (last visited Aug.  15,  2021).",cover,Lynch - 2020 - Building an Anti-Racist Prosecutorial System Observations from Teaching a Domestic Violence Prosecu.pdf
"The Baker court made no effort to test its rule's compatibility with Steele or Texas state law generally. Instead, it plucked a quotation from Steele and refrained from any nuanced discussion of state-specific law. 146 If the court had engaged with Texas law, however, it may have found that, at the very least, Baker's case deserved a remand to the trial court for further proceedings on the necessity issue. 147 It also could have certified the question to Texas courts for more guidance.",body_text,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"30 . See Beau J. Baumann, Resurrecting the Trinity of Legislative Constitutionalism: Appendix , Yale L.J. (May 2025) [hereinafter Appendix ], https://www.yalelawjournal.org/files/134.7.Bauman-nAppendix_ng2pawgy.pdf [https://perma.cc/4DNR-ELP8] (indexing all these new materials).",body_text,yale_law_journal_Resurrecting_the_Trinity_of_Legislative_Constitutionalism
"exercise  of  arbitrary power.""2  The  price  of separation  is  that it makes  it  more difficult for the  federal  government to act-whether  for good  or bad purposes. 3",cover,Barkow - 2005 - Separation of Powers and the Criminal Law.pdf
"See POLLOCK, supra note 98, at 393.",footnote,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"| Introduction                                                                              | ................................................................................................                                             | 2                                                                          |
|-------------------------------------------------------------------------------------------|----------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------------------------------------------------|
| I. Criminal Courts as an Unjust Social                                                    | I. Criminal Courts as an Unjust Social                                                                                                       | Institution......................................7                         |
|                                                                                           | A. Deference to Police................................................................10                                                     |                                                                            |
|                                                                                           | B. Violence and Social Control..................................................15                                                           |                                                                            |
|                                                                                           | C. Predation and Profit                                                                                                                      | ............................................................... 20         |
| II. The Abolition Movement: Three Guiding                                                 | II. The Abolition Movement: Three Guiding                                                                                                    | Principles...........................25                                    |
|                                                                                           | A. Power Shifting                                                                                                                            | ....................................................................... 28 |
|                                                                                           | B. Defunding and Reinvesting                                                                                                                 | ................................................... 31                     |
|                                                                                           | C. Transformation                                                                                                                            | ...................................................................... 32  |
| III. Toward the Abolition of Criminal Courts...........................................33 | III. Toward the Abolition of Criminal Courts...........................................33                                                    |                                                                            |
|                                                                                           | A. Power Shifting in Relation to Criminal Courts......................34                                                                     |                                                                            |
|                                                                                           | B. Defunding Criminal Courts and Reinvesting in Altern atives.....................................................................           | . . 36                                                                     |
|                                                                                           | C. Transforming Criminal Courts Conclusion................................................................................................44 | on the Road to Abolition ...... 41                                         |",cover,Clair and Woog - 2022 - Courts and the Abolition Movement.pdf
"OSCOLA 4th ed. Dorothy E. Roberts, 'Abolition Constitutionalism' (2019) 133 Harv L Rev 1 x     Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting. Cite this document PinCite this document",cover,Unknown_Abolition constitutionalism.pdf
- -- Your use of this HeinOnline PDF indicates your acceptance of HeinOnline's Terms and Conditions of the license agreement available at,cover,Jackson - 2014 - Constitutional Law in an Age of Proportionality.pdf
Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover,Hasbrouck - 2021 - The Just Prosecutor.pdf
"155. United States v. Gonzales, No. CR-17-01311-001-PHX, 2019 WL 669813, at *3 (D. Ariz. 2019).",footnote,michigan_law_review_law_enforcement_privilege
"William  B.  L. Little, Esq.  is  a  partner of  Little &amp; Little, PLLC,  a Raleigh, North  Carolina law firm.  Mr. Little graduated  with  an LL.M. with  Distinction from the  Georgetown University Law  Center in  its Securities and Financial Regulation graduate program. Prior to  graduating from law school cum laude at  Campbell  University School  of  Law, Mr. Little was a Series 7  licensed registered representative with  Merrill Lynch,  Pierce Fenner  &amp; Smith, Inc. and other major  brokerdealers. For  over  a  decade  Mr. Little has  concentrated his  legal practice in  the  area  of securities arbitration a d litigation.",cover,60BaylorLRev73.pdf
## THE COURT AND OVERCRIMINALIZATION,cover,P35HYYZ6_Pierce_2015_The Court and Overcriminalization.pdf
"Prosecutors  are  the  most  powerful  officials  in  the  criminal justice system. At least ninety  percent  of all  criminal  cases  are  prosecuted  on the  state level,  and in  all but five jurisdictions, the  chief prosecutor  (also known  as the district  attorney)  is  an elected  official. Most district  attorneys  run unopposed  and serve for decades. However,  in recent  years, a number of incumbent district attorneys have been challenged and defeated by individuals who pledged to use their power  and discretion to reduce the  incarceration  rate  and eliminate  unwarranted  racial disparities  in the criminal justice  system.  These  so-called ""progressive  prosecutors""  have enjoyed  some modest  successes, but  many have  faced challenges-from within  and  outside  of their  offices. This Article  discusses  some  of these successes  and challenges  and  proposes guidelines  to assist newly-elected district  attorneys  who  are committed  to criminal justice reform.",cover,Davis - 2019 - Reimagining Prosecution A Growing Progressive Movement.pdf
"1. See Steven D. Clymer, Unequal  Justice: The Federalization  of Criminal  Law, 70 S. CAL. L. REv. 643,  668-69 (1997) (""Notwithstanding  some  significant  exceptions,  defendants  typically fare  considerably  worse  when  prosecuted  in  federal  court. .. . [This]  disparity . . . is  a hallmark of federalization."");  Daniel  C.  Richman, The  Changing  Boundaries  Between Federal and Local Law  Enforcement,  in 2  OFFICE  OF  JUSTICE  PROGRAMS, U.S. DEP'T OF  JUSTICE, CRIMINAL JUSTICE  2000,  BOUNDARY CHANGES IN  CRIMINAL JUSTICE  ORGANIZATIONS 81,  95 (2000), http://www.ncjrs.gov/criminaLjustice2ooo/voL2/o2d2.pdf; infra note 149 and cross-references  cited therein.",cover,Ouziel - 2013 - Legitimacy and Federal Criminal Enforcement Power.pdf
"176 See Bruen , 142 S. Ct. at 2130 (discussing the government's burden where state action implicates speech, religious liberty, or confrontation rights); id. at 2129 -30 (articulating the government's burden to justify regulating conduct the Second Amendment 'presumptively protects,' id. at 2130 ).",footnote,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"Scholars in the new process federalism camp have a similar view of special solicitude. 287 As outlined, Bulman-Pozen argues that expansive state standing forces federal officials to seek greater state buy-in before issuing their federal policy offer. 288 Somehow, the looming threat of litigation to 'short-circuit' federal legislation is a more effective way to sort out inevitable federalism policy disputes than the political process. 289",body_text,michigan_law_review_spending_clause_standing
- x     Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover,McLeod - 2015 - Prison Abolition and Grounded Justice.pdf
"Instead, a combination of baseline criminal procedure rules and privilege law mitigate the graymail risk. The baseline criminal procedure rules do so in part by placing strict limits on defendants' affirmative rights to compel access to information. Importantly, defendants cannot compel access to irrelevant information. Criminal discovery rules require defendants to show that any documents or data they seek from the government are 'material to preparing the defense,' 106 meaning the information has 'more than . . . some abstract logical relationship to the issues in the case' and would enable them 'significantly to alter the quantum of proof in [their] favor.' 107 Criminal subpoenas require defendants to identify information with specificity and to establish in advance that the information is likely to be both relevant and admissible at trial. 108 And judges have broad discretion to deny harassing or frivolous discovery motions. 109 If these rules function correctly, defendants will only ever be able to compel access to information about law enforcement investigative methods that is likely to be relevant to their case-even if no privilege applies.",body_text,michigan_law_review_law_enforcement_privilege
Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover,Bellin - 2020 - Theories of Prosecution.pdf
"2. FAIR AND JUST PROSECUTION, https://fairandjustprosecution.org/.",cover,Green and Roiphe - 2023 - A Fiduciary Theory of Progressive Prosecution Symposium Reform-Minded Prosecution.pdf
Stable URL: https://www.jstor.org/stable/10.2307/26910603,cover,Rappaport - 2020 - Some doubts about democratizing criminal justice.pdf
"Rachel E. Barkow, Administering Crime, 52 UCLA L. Rev. 715 (2005).",cover,Barkow - 2004 - Administering Crime.pdf
"MLA 9th ed. Jain, Eisha. ""Arrests as Regulation."" Stanford Law Review, vol. 67, no. 4, April 2015, pp. 809-868. HeinOnline.",cover,Jain - 2015 - Arrests as Regulation.pdf
"185 Baker v. City of McKinney, 84 F . 4 th 378 , 388 ( 5 th Cir. 2023 ) (quoting Armstrong v. United States, 364 U.S. 40 , 49 ( 1960 )).",footnote,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"In  September 2017, the  University  of California  Regents  spearheaded  a  major  programmatic  challenge  to  a U.S. Department  of Homeland Security initiative under  the Administrative Procedure Act of  1946 (APA).' Because the APA directs  courts to  review the  legality  of agency action  upon ""the  whole  record,"" 2 the government  filed what  it deemed  to be  the  complete  administrative  record  of all  non-deliberative  documents considered by the  agency  when  it  undertook  the  challenged  initiative. 3 The plaintiffs  responded by arguing the  record was  missing thousands  of pages  of documents. The  plaintiffs  moved  the  court  to  order  the  Department of Homeland  Security  to complete  the  administrative  record.'",cover,Rosenthal_2003_Policing and Equal Protection.pdf
"Controversies  About Him and His Office, ver-",cover,Holland and Zeidman - 2023 - Progressive Prosecutors or Zealous Defenders_ from Coast-to-Coast Symposium Reform-Minded Prosecuti.pdf
"- I. Bennett Capers, 'Against Prosecutors' (2020) 105 Cornell L Rev 1561
2. x     Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.",cover,Capers - 2019 - Against Prosecutors.pdf
"Yet, a contractual approach is far from a panacea. While exception clauses have worked well in international trade matters, they have had mixed results in the ISDS context. 103 Tribunals often interpret provisions narrowly or in a way that does not provide true relief for the state.",body_text,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
"See, e.g. , Kate Sablosky Elengold & Jonathan D. Glater, The Sovereign in Commerce , 73 STAN. L. REV. 1101, 1108 (2021); Gillian E. Metzger, Privatization as Delegation , 103 COLUM. L. REV. 1367, 1371 (2003).",footnote,michigan_law_review_law_enforcement_privilege
either the terms or substance of the proposed rule or a description of the subjects and issues involved; and,body_text,michigan_law_review_good_cause_for_goodness_sake_a_new_approach_to_notice_and_comment_rulemaking
116 Id. (manuscript at 2) .,footnote,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
## SANDRA G.  MAYSON,cover,Mayson - 2017 - Dangerous Defendants.pdf
"1. Bear Creek Mining Corp. v. Republic of Perú, ICSID Case No. ARB/14/21, Award, ¶ 149 (Nov. 30, 2017), https://icsidfiles.worldbank.org/icsid/ICSIDBLOBS/OnlineAwards/ C3745/DS10808_En.pdf [perma.cc/3MUJ-D844]; Stefanie Schacherer, Bear Creek v. Peru , IISD (Oct. 18, 2018), https://www.iisd.org/itn/2018/10/18/bear-creek-v-peru [perma.cc/DZ4HQ3BM]. A mining concession is a kind of permit or license given by a government to a company that allows for the exploration and perhaps eventual resource extraction of a mine. Mining Concessions , LAND PORTAL, https://landportal.org/es/taxonomy/term/8906 [perma.cc/S9HASTGC].",footnote,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
"struction,  which  might be called  the  overcriminalization  canon  (more precisely, an  anti-overcriminalization  canon),  and which might be justified on due process grounds.",cover,Pierce_2015_The Court and Overcriminalization.pdf
"See, e.g. , United States v. Newman, 531 F. Supp. 3d 181, 193 (D.D.C. 2021) ('[T]he appropriate course of action is for the parties to submit a joint motion for a protective order that will cover the documents subject to the confidentiality agreement . . . .').",footnote,michigan_law_review_law_enforcement_privilege
"ALWD 7th ed. Paul Butler, The System Is Working the Way It Is Supposed to: The Limits of Criminal Justice Reform, 104 Geo. L.J. 1419 (2016).",cover,Butler - 2019 - The system is working the way it is supposed to the limits of criminal justice reform.pdf
216. See supra Section IV.A.,footnote,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
## DATE DOWNLOADED: Sat Sep  6 15:31:57 2025,cover,2018 - The Paradox of Progressive Prosecution Notes.pdf
"But does discovery work for imprisoned plaintiffs? Few sources address the question, and those that do paint a dire picture. Take William Bennett Turner's 1979 article in the Harvard Law Review , which announced the damning results of his study about prison suits under 42 U.S.C. § 1983:",body_text,yale_law_journal_The_Prison_Discovery_Crisis
"criminal codes  in search of a picture  of what conduct leads  to a prison term,  or who  reads sentencing  rules in  order  to discover  how  severely different  sorts of crimes are punished,  will be seriously misled.",cover,Stuntz - 2001 - The Pathological Politics of Criminal Law.pdf
"Berry's limited success in uncovering the altered logbook, though astonishing, thus meant little in a system profoundly antithetical to evidence gathering. The rarity of even this limited success lays the problem bare: for every Berry, there are dozens of imprisoned plaintiffs who never make it close to meaningful discovery. 56 In turn, abusive prison practices go uncovered and unaddressed, and plaintiffs' actionable harms go unremedied.",body_text,yale_law_journal_The_Prison_Discovery_Crisis
SOURCE: Content Downloaded from,cover,Stuntz - 2001 - The Pathological Politics of Criminal Law.pdf
"290. Bulman-Pozen acknowledges that '[e]ven the basic question of what warrants special solicitude remains unclear.' Bulman-Pozen, supra note 26, at 1745.",footnote,michigan_law_review_spending_clause_standing
"'I can't fight what I can't see, and I can't see what you won't show me. '",body_text,yale_law_journal_The_Prison_Discovery_Crisis
"1.  Larry  Buchanan,  Quoctrung  Bui &amp; Jugal K. Patel, Black  Lives Matter  May Be  the Largest Movement  in  U.S.  History, N.Y.  TIMES  (July 3,  2020),  https://perma.cc/H7DW-KH3J (estimating that  15 to 26 million people participated in protests in the summer of 2020); Dylan Lovan, Louisville Protests Continue in Breonna Taylor's  Name, AP NEws  (Sept. 27, 2020), https://perma.cc/Q848-RJ4V  (to  locate,  click ""View the live page"").",cover,PLX42UF4_Jain_Mark_of_Policing.pdf
McGill Guide 10th ed.,cover,Clair and Woog - 2022 - Courts and the Abolition Movement.pdf
"5. See Stephanos  Bibas, Transparency  and Participation in Criminal  Procedure, 81  N.Y.U. L.  REv.  911,  923-24  (2006);  Jocelyn Simonson, The Criminal Court  Audience in a Post-Trial World, 127 HARV. L. REv. 2173, 2179-81 (2014) [hereinafter Criminal Court Audience] (describing  the  lack  of community  participation  in  everyday  courtroom  adjudication  in  the ""post-trial  world"").",cover,Simonson - 2016 - Bail Nullification.pdf
"10 See  Freddie Gray Death Sparks City Hall Protest, BALT.  SUN,  https://www.baltimoresun. com/news/83342163-132.html  [https://perma.cc/LZgF-2BBB].",cover,2018 - The Paradox of Progressive Prosecution Notes.pdf
"Each of these reasons may well help to account for the current state of law enforcement privilege doctrine. Vagueness in the doctrine provides cover for deference. Deference, in turn, enables judges to avoid uncomfortable and time-consuming decisions. By maintaining the secrecy of law enforcement techniques, courts make it less likely that defendants will expose borderline or indeterminate police investigative conduct that might raise complex factual inquiries, hard constitutional and legal questions, and ultimately require the suppression of probative evidence of guilt, including in prosecutions of very serious crimes. Put succinctly, secrecy can forestall entire lines of motion practice that would otherwise clog dockets and force difficult rulings. 360",body_text,michigan_law_review_law_enforcement_privilege
415 . See supra notes 404-405 and accompanying text.,footnote,yale_law_journal_Resurrecting_the_Trinity_of_Legislative_Constitutionalism
"McGill Guide 10th ed. Stephanos Bibas, ""Prosecutorial Regulation versus Prosecutorial Accountability"" (2009) 157:4 U Pa L Rev 959.",cover,Bibas - 2008 - Prosecutorial Regulation versus Prosecutorial Accountability.pdf
"United States v. Budziak, 697 F.3d 1105 (9th Cir. 2012).",footnote,michigan_law_review_law_enforcement_privilege
"Background principles are a strong medicine. 5 When a court analyzes a takings claim, it must first identify the property interest at issue before deciding the more complex, discretionary question of whether that property was 'taken.' 6 Background principles are 'logically antecedent' to this analysis, 7 meaning that they can foreclose an aggrieved property owner's claim before the first step. 8 If the court determines that, pursuant to a background principle, a plaintiff had no property interest to begin with, the government will completely evade takings liability for its interference with the plaintiff's property. 9 Judges, too, can use background principles to avoid difficult legal and factual questions that may arise later in the takings analysis. 10",body_text,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
George Washington Univ. - Jacob Burns Law Library,cover,Bellin - 2020 - Expanding the Reach of Progressive Prosecution Criminal Law.pdf
"193. Manes, supra note 13, at 540-42.",footnote,michigan_law_review_law_enforcement_privilege
George Washington Univ. - Jacob Burns Law Library,cover,Unknown_Abolition constitutionalism.pdf
"AGLC 4th ed. Vicki C. Jackson, 'Constitutional Law in an Age of Proportionality' (2015) 124(8) Yale Law Journal 3094",cover,Jackson - 2014 - Constitutional Law in an Age of Proportionality.pdf
"Chicago 17th ed. Richard C. Schragger, ""The Attack on American Cities,"" Texas Law Review 96, no. 6 (May 2018): 1163-1234",cover,Schragger - 2017 - The Attack on American Cities.pdf
